crop id,Province,District,id,deviceTimestamp,alt,direction,accuracy,notice,Interviewer's comments,Irrigated/Rainfed,Method of irrigation,Acres of Land Owned,Acres of Land Rented,Main Fertilizer,Number of main crops ,Crop,"Yield, maund",Area for yield,Area Unit,Crop harvesting method,Residue use: animal fodder  (%),Residue use: domestic burning (%),Residue use: sold to industry (%),Residue use: sold to biomass supplier (%),Residue use: fertilizer in the field (%),Residue use: left in field for burning (%),Unit price of Residue (Rs/ton),Residue sold to industry,Willingness to bale the biomass to be sold,Need for a private service provider for the bailing,"Agreement for a cooperative harvesting, baling and transporting arrangement",Need for a bargaining agent,Currently growing crop,Last crop,Second Last Crop,Location 1
2,Punjab,Bahawalnagar,15587,04/29/2015 11:13:37 AM,157,0,2.3,notice,Interviewer's comments,irrigated,canal water,35,0,Chemical,,Cotton,20,1,acre,manual,0%,50%,0%,0%,0%,50%,0,None,Yes,Yes,Yes,Yes,Wheat,Cotton,Cotton,"(29.753550000000001, 73.241538333333295)"
1,Punjab,Bahawalnagar,15582,04/29/2015 11:02:46 AM,147.19999999999999,0,3,notice,Interviewer's comments,irrigated,canal water,10,0,Chemical,2,Cotton,25,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Lentil,"(29.753676666666699, 73.241458333333298)"
2,Punjab,Bahawalnagar,15582,04/29/2015 11:02:46 AM,147.19999999999999,0,3,notice,Interviewer's comments,irrigated,canal water,10,0,Chemical,,Wheat,32,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Lentil,"(29.753676666666699, 73.241458333333298)"
1,Punjab,Bahawalnagar,15580,04/29/2015 10:56:54 AM,168.5,0,2.5,notice,Interviewer's comments,irrigated,canal water,2,0,Biofertilizers (animal waste/dung/crop waste),2,Cotton,25,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.797221666666701, 73.257958333333306)"
2,Punjab,Bahawalnagar,15580,04/29/2015 10:56:54 AM,168.5,0,2.5,notice,Interviewer's comments,irrigated,canal water,2,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,0%,0%,0%,0%,100%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.797221666666701, 73.257958333333306)"
1,Punjab,Bahawalnagar,15579,04/29/2015 10:56:49 AM,155,0,2.4,notice,Interviewer's comments,irrigated,canal water,6,0,Chemical,3,Wheat,42,1,acre,both,0%,0%,0%,0%,0%,100%,0,None,No,No,No,No,Wheat,Cotton,Sugarcane,"(29.796119999999998, 73.254798333333298)"
2,Punjab,Bahawalnagar,15579,04/29/2015 10:56:49 AM,155,0,2.4,notice,Interviewer's comments,irrigated,canal water,6,0,Chemical,,Cotton,22,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Sugarcane,"(29.796119999999998, 73.254798333333298)"
3,Punjab,Bahawalnagar,15579,04/29/2015 10:56:49 AM,155,0,2.4,notice,Interviewer's comments,irrigated,canal water,6,0,Chemical,,Sugarcane,800,1,acre,manual,0%,0%,0%,0%,100%,0%,0,None,No,No,No,No,Wheat,Cotton,Sugarcane,"(29.796119999999998, 73.254798333333298)"
1,Punjab,Bahawalnagar,15577,04/29/2015 10:56:25 AM,165.8,0,2.8,notice,Interviewer's comments,irrigated,canal water,3,0,Chemical,2,Cotton,25,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.856674999999999, 73.252106666666705)"
2,Punjab,Bahawalnagar,15577,04/29/2015 10:56:25 AM,165.8,0,2.8,notice,Interviewer's comments,irrigated,canal water,3,0,Chemical,,Wheat,50,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.856674999999999, 73.252106666666705)"
1,Punjab,Bahawalnagar,15573,04/29/2015 10:55:20 AM,168.5,166,2.8,notice,Interviewer's comments,irrigated,both,20,0,None,2,Cotton,20,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.867893333333299, 73.254973333333297)"
2,Punjab,Bahawalnagar,15573,04/29/2015 10:55:20 AM,168.5,166,2.8,notice,Interviewer's comments,irrigated,both,20,0,None,,Wheat,33,1,acre,both,0%,0%,0%,0%,0%,100%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.867893333333299, 73.254973333333297)"
1,Punjab,Bahawalnagar,15567,04/29/2015 10:43:58 AM,167.5,0,1,notice,Interviewer's comments,irrigated,canal water,12,0,Chemical,2,Wheat,30,1,acre,machinery,0%,0%,0%,0%,0%,100%,0,None,Yes,Yes,Yes,No,Wheat,Cotton,Wheat,"(29.7957416666667, 73.253736666666697)"
2,Punjab,Bahawalnagar,15567,04/29/2015 10:43:58 AM,167.5,0,1,notice,Interviewer's comments,irrigated,canal water,12,0,Chemical,,Cotton,24,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Wheat,Cotton,Wheat,"(29.7957416666667, 73.253736666666697)"
1,Punjab,Bahawalnagar,15553,04/29/2015 10:27:11 AM,158.19999999999999,0,1.6,notice,Interviewer's comments,irrigated,canal water,15,0,Chemical,2,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.795341666666701, 73.253754999999998)"
2,Punjab,Bahawalnagar,15553,04/29/2015 10:27:11 AM,158.19999999999999,0,1.6,notice,Interviewer's comments,irrigated,canal water,15,0,Chemical,,Cotton,25,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.795341666666701, 73.253754999999998)"
1,Punjab,Bahawalnagar,15547,04/29/2015 10:20:06 AM,155.1,280,1.5,notice,Interviewer's comments,irrigated,canal water,8,0,Chemical,2,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.826598333333301, 73.251535000000004)"
2,Punjab,Bahawalnagar,15547,04/29/2015 10:20:06 AM,155.1,280,1.5,notice,Interviewer's comments,irrigated,canal water,8,0,Chemical,,Cotton,20,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.826598333333301, 73.251535000000004)"
1,Punjab,Bahawalnagar,15525,04/29/2015 10:09:31 AM,161.30000000000001,0,2.5,notice,Interviewer's comments,irrigated,canal water,10,0,Chemical,2,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.831976666666701, 73.251788333333295)"
2,Punjab,Bahawalnagar,15525,04/29/2015 10:09:31 AM,161.30000000000001,0,2.5,notice,Interviewer's comments,irrigated,canal water,10,0,Chemical,,Cotton,20,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.831976666666701, 73.251788333333295)"
1,Punjab,Bahawalnagar,15524,04/29/2015 10:05:34 AM,150.4,297,1.9,notice,Interviewer's comments,irrigated,both,8,0,Chemical,2,Sugarcane,350,1,acre,manual,90%,0%,0%,0%,0%,10%,4500,None,No,No,No,No,Sugarcane,Cotton,Wheat,"(29.879854999999999, 73.260533333333299)"
2,Punjab,Bahawalnagar,15524,04/29/2015 10:05:34 AM,150.4,297,1.9,notice,Interviewer's comments,irrigated,both,8,0,Chemical,,Wheat,40,1,acre,machinery,80%,0%,0%,0%,0%,20%,5000,None,No,No,No,No,Sugarcane,Cotton,Wheat,"(29.879854999999999, 73.260533333333299)"
1,Punjab,Bahawalnagar,15523,04/29/2015 10:05:02 AM,137,0,2.1,0,0,irrigated,both,12,0,Chemical,1,Wheat,38,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,Yes,No,No,No,Wheat,Cotton,Wheat,"(29.599724999999999, 72.684136666666703)"
1,Punjab,Bahawalnagar,15519,04/29/2015 09:59:31 AM,145.19999999999999,177,2.1,0,0,irrigated,both,6,2,Chemical,2,Sugarcane,400,1,acre,manual,100%,0%,0%,0%,0%,0%,4500,None,No,No,No,No,Sugarcane,Cotton,Wheat,"(29.8793716666667, 73.26079)"
2,Punjab,Bahawalnagar,15519,04/29/2015 09:59:31 AM,145.19999999999999,177,2.1,0,0,irrigated,both,6,2,Chemical,,Wheat,34,1,acre,machinery,100%,0%,0%,0%,0%,0%,5000,None,No,No,No,No,Sugarcane,Cotton,Wheat,"(29.8793716666667, 73.26079)"
1,Punjab,Bahawalnagar,15516,04/29/2015 09:54:09 AM,144.30000000000001,243,1.6,0,0,irrigated,both,2,0,Chemical,1,Wheat,35,1,acre,both,100%,0%,0%,0%,0%,0%,0,None,Yes,No,No,No,Wheat,Cotton,Wheat,"(29.598568333333301, 72.689805000000007)"
2,Punjab,Bahawalnagar,16210,04/30/2015 05:00:54 PM,102,0,5,"
",0,irrigated,both,13,0,Chemical,,Wheat,39,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.330173210000002, 72.833566059999995)"
1,Punjab,Bahawalnagar,15511,04/29/2015 09:46:37 AM,154.4,221,1.5,0,0,irrigated,both,15,0,Chemical,1,Wheat,36,1,acre,both,100%,0%,0%,0%,0%,0%,0,None,Yes,No,No,No,Wheat,Cotton,Wheat,"(29.598886666666701, 72.689911666666703)"
1,Punjab,Bahawalnagar,15499,04/29/2015 09:32:23 AM,168.1,352,1.6,0,0,irrigated,canal water,12,0,Chemical,2,Cotton,20,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.844806666666699, 73.249414999999999)"
2,Punjab,Bahawalnagar,15499,04/29/2015 09:32:23 AM,168.1,352,1.6,0,0,irrigated,canal water,12,0,Chemical,,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.844806666666699, 73.249414999999999)"
1,Punjab,Bahawalnagar,15478,04/29/2015 09:13:20 AM,159.30000000000001,0,0.8,0,0,irrigated,canal water,15,0,Chemical,2,Cotton,20,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.844426666666699, 73.252189999999999)"
2,Punjab,Bahawalnagar,15478,04/29/2015 09:13:20 AM,159.30000000000001,0,0.8,0,0,irrigated,canal water,15,0,Chemical,,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.844426666666699, 73.252189999999999)"
1,Punjab,Bahawalnagar,15467,04/29/2015 08:59:20 AM,156.69999999999999,277,2,0,0,irrigated,both,0,4,Chemical,2,Cotton,30,1,acre,manual,50%,50%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.873909999999999, 73.256110000000007)"
2,Punjab,Bahawalnagar,15467,04/29/2015 08:59:20 AM,156.69999999999999,277,2,0,0,irrigated,both,0,4,Chemical,,Wheat,40,1,acre,manual,100%,0%,0%,0%,0%,0%,4500,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.873909999999999, 73.256110000000007)"
1,Punjab,Bahawalnagar,15456,04/29/2015 08:48:18 AM,162.80000000000001,118,1,0,0,irrigated,canal water,15,0,Chemical,2,Cotton,33,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.872258333333299, 73.254653333333295)"
2,Punjab,Bahawalnagar,15456,04/29/2015 08:48:18 AM,162.80000000000001,118,1,0,0,irrigated,canal water,15,0,Chemical,,Wheat,30,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.872258333333299, 73.254653333333295)"
1,Punjab,Bahawalnagar,15451,04/29/2015 08:41:25 AM,164.7,87,2.4,0,0,irrigated,canal water,9,0,Chemical,2,Wheat,50,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.871639999999999, 73.253478333333305)"
2,Punjab,Bahawalnagar,15451,04/29/2015 08:41:25 AM,164.7,87,2.4,0,0,irrigated,canal water,9,0,Chemical,,Cotton,30,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.871639999999999, 73.253478333333305)"
1,Punjab,Bahawalnagar,15447,04/29/2015 08:33:33 AM,157.9,282,3.8,0,0,irrigated,canal water,6,0,Chemical,2,Wheat,37,1,acre,manual,100%,0%,0%,0%,0%,0%,4000,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.8739666666667, 73.256071666666699)"
2,Punjab,Bahawalnagar,15447,04/29/2015 08:33:33 AM,157.9,282,3.8,0,0,irrigated,canal water,6,0,Chemical,,Cotton,30,1,acre,manual,0%,100%,0%,0%,0%,0%,3500,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.8739666666667, 73.256071666666699)"
1,Punjab,Bahawalnagar,15438,04/29/2015 08:26:31 AM,166,329,4,"
",0,irrigated,canal water,200,0,Chemical,2,Wheat,40,1,acre,manual,25%,0%,25%,0%,0%,50%,3500,Brick kiln,No,No,No,No,Wheat,Cotton,Wheat,"(29.873913333333299, 73.256236666666695)"
2,Punjab,Bahawalnagar,15438,04/29/2015 08:26:31 AM,166,329,4,"
",0,irrigated,canal water,200,0,Chemical,,Cotton,25,1,acre,both,20%,0%,0%,0%,50%,30%,3500,Brick kiln,No,No,No,No,Wheat,Cotton,Wheat,"(29.873913333333299, 73.256236666666695)"
1,Punjab,Bahawalnagar,15435,04/29/2015 08:26:52 AM,161.19999999999999,168,1.6,"
",0,irrigated,canal water,8,0,Chemical,2,Lentil,50,1,acre,manual,0%,0%,0%,0%,100%,0%,0,None,No,No,No,No,Wheat,Lentil,Wheat,"(29.87265, 73.251786666666703)"
2,Punjab,Bahawalnagar,15435,04/29/2015 08:26:52 AM,161.19999999999999,168,1.6,"
",0,irrigated,canal water,8,0,Chemical,,Wheat,40,1,acre,machinery,50%,0%,0%,0%,0%,50%,0,None,No,No,No,No,Wheat,Lentil,Wheat,"(29.87265, 73.251786666666703)"
1,Punjab,Bahawalnagar,15428,04/29/2015 08:19:12 AM,161,162,4.7,"
",0,irrigated,both,5,0,Chemical,2,Cotton,32,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.873288333333299, 73.252629999999996)"
2,Punjab,Bahawalnagar,15428,04/29/2015 08:19:12 AM,161,162,4.7,"
",0,irrigated,both,5,0,Chemical,,Wheat,40,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.873288333333299, 73.252629999999996)"
1,Punjab,Bahawalnagar,15425,04/29/2015 08:18:37 AM,165.5,191,4.7,"
",0,irrigated,both,1,0,Chemical,2,Wheat,40,1,acre,both,100%,0%,0%,0%,0%,0%,4400,None,Yes,Yes,Yes,Yes,Wheat,Cotton,Wheat,"(29.873583333333301, 73.256320000000002)"
2,Punjab,Bahawalnagar,15425,04/29/2015 08:18:37 AM,165.5,191,4.7,"
",0,irrigated,both,1,0,Chemical,,Cotton,25,1,acre,manual,0%,100%,0%,0%,0%,0%,3500,None,Yes,Yes,Yes,Yes,Wheat,Cotton,Wheat,"(29.873583333333301, 73.256320000000002)"
1,Punjab,Bahawalnagar,15424,04/29/2015 08:18:17 AM,156.69999999999999,262,3.8,"
",0,irrigated,both,39,0,Chemical,2,Cotton,20,1,acre,both,0%,100%,0%,0%,0%,0%,3500,None,No,Yes,Yes,Yes,Wheat,Cotton,Wheat,"(29.965393333333299, 73.249274999999997)"
2,Punjab,Bahawalnagar,15424,04/29/2015 08:18:17 AM,156.69999999999999,262,3.8,"
",0,irrigated,both,39,0,Chemical,,Wheat,44,1,acre,both,100%,0%,0%,0%,0%,0%,5000,None,No,Yes,Yes,Yes,Wheat,Cotton,Wheat,"(29.965393333333299, 73.249274999999997)"
1,Punjab,Bahawalnagar,15418,04/29/2015 08:15:37 AM,160.69999999999999,138,5.3,"
",0,irrigated,canal water,12,0,Chemical,2,Cotton,20,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Cotton,Wheat,Cotton,"(29.872599999999998, 73.253018333333301)"
2,Punjab,Bahawalnagar,15418,04/29/2015 08:15:37 AM,160.69999999999999,138,5.3,"
",0,irrigated,canal water,12,0,Chemical,,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Cotton,Wheat,Cotton,"(29.872599999999998, 73.253018333333301)"
1,Punjab,Bahawalnagar,15415,04/29/2015 08:09:37 AM,152.69999999999999,305,3.9,"
",0,irrigated,both,20,0,Chemical,2,Cotton,25,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.882095, 73.250356666666704)"
2,Punjab,Bahawalnagar,15415,04/29/2015 08:09:37 AM,152.69999999999999,305,3.9,"
",0,irrigated,both,20,0,Chemical,,Wheat,40,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.882095, 73.250356666666704)"
1,Punjab,Bahawalnagar,15413,04/29/2015 08:08:42 AM,158.5,65,3.5,"
",0,irrigated,both,2,0,Chemical,2,Wheat,40,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.962306666666699, 73.254131666666694)"
2,Punjab,Bahawalnagar,15413,04/29/2015 08:08:42 AM,158.5,65,3.5,"
",0,irrigated,both,2,0,Chemical,,Cotton,25,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.962306666666699, 73.254131666666694)"
1,Punjab,Bahawalnagar,15403,04/29/2015 08:09:40 AM,154.30000000000001,223,0.9,"
",0,irrigated,canal water,10,0,Chemical,2,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.962644999999998, 73.251968333333295)"
2,Punjab,Bahawalnagar,15403,04/29/2015 08:09:40 AM,154.30000000000001,223,0.9,"
",0,irrigated,canal water,10,0,Chemical,,Cotton,20,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.962644999999998, 73.251968333333295)"
1,Punjab,Bahawalnagar,15400,04/29/2015 08:09:34 AM,158.6,225,1,"
",0,irrigated,canal water,18,0,Chemical,2,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Cotton,Wheat,Cotton,"(29.964031666666699, 73.251329999999996)"
2,Punjab,Bahawalnagar,15400,04/29/2015 08:09:34 AM,158.6,225,1,"
",0,irrigated,canal water,18,0,Chemical,,Cotton,20,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Cotton,Wheat,Cotton,"(29.964031666666699, 73.251329999999996)"
1,Punjab,Bahawalnagar,16215,04/30/2015 05:01:12 PM,107.3,0,5,"
",0,irrigated,both,22,0,Chemical,2,Cotton,22,1,acre,manual,0%,20%,0%,0%,80%,0%,0,None,Yes,Yes,No,Yes,Wheat,Cotton,Wheat,"(29.220548399999998, 72.840385370000007)"
2,Punjab,Bahawalnagar,16215,04/30/2015 05:01:12 PM,107.3,0,5,"
",0,irrigated,both,22,0,Chemical,,Wheat,35,1,acre,both,25%,0%,75%,0%,0%,0%,0,None,Yes,Yes,No,Yes,Wheat,Cotton,Wheat,"(29.220548399999998, 72.840385370000007)"
1,Punjab,Bahawalnagar,16214,04/30/2015 05:01:09 PM,105.3,0,5,"
",0,irrigated,both,9,0,Chemical,2,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.226272770000001, 72.833975229999993)"
2,Punjab,Bahawalnagar,16214,04/30/2015 05:01:09 PM,105.3,0,5,"
",0,irrigated,both,9,0,Chemical,,Cotton,23,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.226272770000001, 72.833975229999993)"
1,Punjab,Bahawalnagar,16213,04/30/2015 05:01:05 PM,109.2,0,5,"
",0,irrigated,both,6,0,Chemical,2,Cotton,22,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.265255310000001, 72.827390500000007)"
2,Punjab,Bahawalnagar,16213,04/30/2015 05:01:05 PM,109.2,0,5,"
",0,irrigated,both,6,0,Chemical,,Wheat,36,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.265255310000001, 72.827390500000007)"
1,Punjab,Bahawalnagar,16212,04/30/2015 05:01:01 PM,107.8,0,5,"
",0,irrigated,both,30,0,Chemical,2,Cotton,26,1,acre,manual,0%,25%,0%,0%,75%,0%,0,None,Yes,Yes,Yes,Yes,Wheat,Cotton,Wheat,"(29.298613419999999, 72.827645619999998)"
2,Punjab,Bahawalnagar,16212,04/30/2015 05:01:01 PM,107.8,0,5,"
",0,irrigated,both,30,0,Chemical,,Wheat,39,1,acre,both,20%,0%,50%,0%,0%,30%,250,None,Yes,Yes,Yes,Yes,Wheat,Cotton,Wheat,"(29.298613419999999, 72.827645619999998)"
1,Punjab,Bahawalnagar,16211,04/30/2015 05:00:58 PM,109.3,0,5,"
",0,irrigated,both,24,0,Chemical,2,Cotton,19,1,acre,machinery,0%,5%,0%,0%,95%,0%,0,None,Yes,Yes,Yes,Yes,Wheat,Cotton,Wheat,"(29.32769218, 72.834954409999995)"
2,Punjab,Bahawalnagar,16211,04/30/2015 05:00:58 PM,109.3,0,5,"
",0,irrigated,both,24,0,Chemical,,Wheat,32,1,acre,machinery,0%,0%,0%,0%,0%,100%,0,None,Yes,Yes,Yes,Yes,Wheat,Cotton,Wheat,"(29.32769218, 72.834954409999995)"
1,Punjab,Bahawalnagar,16210,04/30/2015 05:00:54 PM,102,0,5,"
",0,irrigated,both,13,0,Chemical,2,Cotton,25,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.330173210000002, 72.833566059999995)"
1,Punjab,Bahawalnagar,16209,04/30/2015 05:00:52 PM,107.2,0,5,"
",0,irrigated,both,6,0,Chemical,2,Wheat,35,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.329692820000002, 72.83454313)"
2,Punjab,Bahawalnagar,16209,04/30/2015 05:00:52 PM,107.2,0,5,"
",0,irrigated,both,6,0,Chemical,,Cotton,22,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.329692820000002, 72.83454313)"
1,Punjab,Bahawalnagar,16208,04/30/2015 05:00:49 PM,110.3,0,5,"
",0,irrigated,both,22,0,Chemical,1,Wheat,38,1,acre,machinery,0%,40%,0%,0%,60%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.32206467, 72.83202928)"
1,Punjab,Bahawalnagar,16207,04/30/2015 05:00:47 PM,105.8,0,5,"
",0,irrigated,both,17,0,Chemical,2,Wheat,29,1,acre,manual,60%,0%,40%,0%,0%,0%,170,Paper mill,Yes,Yes,Yes,No,Wheat,Cotton,Wheat,"(29.319119229999998, 72.828558000000001)"
2,Punjab,Bahawalnagar,16207,04/30/2015 05:00:47 PM,105.8,0,5,"
",0,irrigated,both,17,0,Chemical,,Cotton,15,1,acre,manual,0%,70%,0%,0%,30%,0%,0,Paper mill,Yes,Yes,Yes,No,Wheat,Cotton,Wheat,"(29.319119229999998, 72.828558000000001)"
1,Punjab,Bahawalnagar,16206,04/30/2015 05:00:44 PM,114.7,0,5,"
",0,irrigated,both,20,12,Chemical,2,Wheat,30,1,acre,manual,25%,0%,75%,0%,0%,0%,240,Brick kiln,Yes,Yes,Yes,Yes,Wheat,Cotton,Wheat,"(29.312835620000001, 72.827590099999995)"
2,Punjab,Bahawalnagar,16206,04/30/2015 05:00:44 PM,114.7,0,5,"
",0,irrigated,both,20,12,Chemical,,Cotton,22,1,acre,both,0%,20%,0%,0%,40%,40%,0,Brick kiln,Yes,Yes,Yes,Yes,Wheat,Cotton,Wheat,"(29.312835620000001, 72.827590099999995)"
1,Punjab,Bahawalnagar,16205,04/30/2015 05:00:41 PM,115.3,0,5,"
",0,irrigated,tube well,14,0,Chemical,2,Cotton,19,1,acre,manual,0%,70%,0%,0%,30%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.305507909999999, 72.827617040000007)"
2,Punjab,Bahawalnagar,16205,04/30/2015 05:00:41 PM,115.3,0,5,"
",0,irrigated,tube well,14,0,Chemical,,Wheat,31,1,acre,manual,50%,0%,0%,50%,0%,0%,0,None,No,No,No,No,Wheat,Cotton,Wheat,"(29.305507909999999, 72.827617040000007)"
1,Punjab,Bahawalnagar,16204,04/30/2015 05:00:38 PM,110.1,0,5,"
",0,irrigated,both,8,0,Chemical,2,Cotton,21,1,acre,manual,0%,100%,0%,0%,0%,0%,0,None,Yes,No,No,No,Wheat,Cotton,Wheat,"(29.310359980000001, 72.858191829999996)"
2,Punjab,Bahawalnagar,16204,04/30/2015 05:00:38 PM,110.1,0,5,"
",0,irrigated,both,8,0,Chemical,,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,Yes,No,No,No,Wheat,Cotton,Wheat,"(29.310359980000001, 72.858191829999996)"
1,Punjab,Bahawalnagar,16203,04/30/2015 05:00:36 PM,105.8,0,5,"
",0,irrigated,both,12,0,Chemical,2,Wheat,44,1,acre,manual,40%,0%,60%,0%,0%,0%,145,Paper mill,No,Yes,No,Yes,Wheat,Cotton,Wheat,"(29.299360119999999, 72.858846610000001)"
2,Punjab,Bahawalnagar,16203,04/30/2015 05:00:36 PM,105.8,0,5,"
",0,irrigated,both,12,0,Chemical,,Cotton,38,1,acre,manual,0%,40%,0%,0%,40%,20%,0,Paper mill,No,Yes,No,Yes,Wheat,Cotton,Wheat,"(29.299360119999999, 72.858846610000001)"
1,Punjab,Bahawalnagar,16202,04/30/2015 05:00:33 PM,107.4,0,5,"
",0,irrigated,both,37,0,Chemical,2,Cotton,36,1,acre,manual,0%,5%,0%,0%,50%,45%,0,None,Yes,Yes,Yes,Yes,Wheat,Cotton,Wheat,"(29.296990090000001, 72.857283080000002)"
2,Punjab,Bahawalnagar,16202,04/30/2015 05:00:33 PM,107.4,0,5,"
",0,irrigated,both,37,0,Chemical,,Wheat,38,1,acre,both,10%,0%,90%,0%,0%,0%,175,None,Yes,Yes,Yes,Yes,Wheat,Cotton,Wheat,"(29.296990090000001, 72.857283080000002)"
1,Punjab,Bahawalnagar,16201,04/30/2015 05:00:30 PM,103.5,0,5,"
",0,irrigated,both,18,0,Chemical,2,Cotton,25,1,acre,manual,0%,0%,100%,0%,0%,0%,12,Brick kiln,Yes,Yes,Yes,Yes,Wheat,Raya,Wheat,"(29.299241649999999, 72.842443779999996)"
2,Punjab,Bahawalnagar,16201,04/30/2015 05:00:30 PM,103.5,0,5,"
",0,irrigated,both,18,0,Chemical,,Wheat,35,1,acre,manual,20%,0%,80%,0%,0%,0%,280,Brick kiln,Yes,Yes,Yes,Yes,Wheat,Raya,Wheat,"(29.299241649999999, 72.842443779999996)"
